10	754
11	754
12	754
13	754
14	752
15	512
16	752
17	752
18	752
19	752
20	752
21	752
22	752
23	752
24	752
25	752
26	752
27	751
28	751
29	751
30	751
31	751
32	751
33	751
34	751
35	751
36	751
37	749
38	749
39	749
40	749
41	749
42	749
43	749
44	749
45	749
46	749
47	749
48	749
49	749
50	749
51	749
52	749
53	749
54	749
55	749
56	749
57	749
58	749
59	749
60	749
61	749
62	748
63	748
64	748
65	748
66	748
67	748
68	748
69	748
70	748
71	748
72	748
73	749
74	749
75	749
76	749
77	749
78	749
79	749
80	749
81	749
82	749
83	749
84	749
85	749
86	749
87	512
88	749
89	749
90	749
91	749
92	512
93	749
94	749
95	749
96	749
97	512
98	748
99	748
100	748
101	748
102	748
103	748
104	748
105	748
106	748
107	748
108	746
109	746
110	746
111	746
112	512
113	746
114	746
115	746
116	746
117	746
118	746
119	746
120	747
121	747
122	747
123	747
124	747
125	747
126	747
127	747
128	747
129	747
130	747
131	747
132	747
133	747
134	747
135	747
136	747
137	747
138	747
139	747
140	747
141	747
142	747
143	745
144	745
145	745
146	745
147	745
148	745
149	745
150	745
151	745
152	745
153	745
154	745
155	746
156	746
157	746
158	746
159	746
160	746
161	746
162	746
163	746
164	746
165	746
166	745
167	512
168	745
169	745
170	745
171	745
172	745
173	745
174	745
175	745
176	745
177	745
178	745
179	744
180	744
181	744
182	744
183	744
184	744
185	744
186	744
187	744
188	744
189	744
190	744
191	744
192	744
193	512
194	744
195	744
196	744
197	744
198	744
199	744
200	744
201	744
202	745
203	745
204	745
205	745
206	745
207	745
208	745
209	512
210	745
211	745
212	745
213	745
214	745
215	745
216	745
217	745
218	745
219	745
220	745
221	745
222	745
223	745
224	745
225	745
226	743
227	743
228	743
229	743
230	743
231	743
232	743
233	743
234	743
235	743
236	743
237	743
238	743
239	745
240	745
241	745
242	745
243	745
244	745
245	745
246	745
247	745
248	745
249	745
250	745
251	745
252	745
253	512
254	745
255	745
256	745
257	745
258	745
259	745
260	745
261	745
262	745
263	745
264	745
265	745
266	745
267	745
268	745
269	745
270	745
271	745
272	745
273	743
274	512
275	743
276	743
277	743
278	743
279	743
280	743
281	743
282	743
283	743
284	743
285	744
286	744
287	744
288	744
289	744
290	744
291	744
292	744
293	744
294	744
295	744
296	744
297	743
298	743
299	743
300	743
301	743
302	743
303	743
304	743
305	743
306	743
307	512
308	741
309	741
310	741
311	741
312	741
313	741
314	741
315	741
316	741
317	741
318	741
319	742
320	742
321	742
322	742
323	742
324	742
325	742
326	742
327	742
328	742
329	743
330	743
331	743
332	743
333	743
334	743
335	743
336	743
337	743
338	743
339	743
340	743
341	743
342	743
343	743
344	743
345	743
346	743
347	743
348	743
349	743
350	743
351	743
352	743
353	742
354	742
355	742
356	742
357	742
358	742
359	742
360	742
361	742
362	742
363	743
364	743
365	743
366	743
367	512
368	743
369	743
370	743
371	743
372	743
373	743
374	743
375	741
376	741
377	512
378	741
379	741
380	741
381	741
382	741
383	741
384	741
385	741
386	741
387	742
388	512
389	742
390	742
391	742
392	742
393	742
394	742
395	742
396	742
397	742
398	742
399	742
400	742
401	742
402	742
403	742
404	742
405	742
406	742
407	742
408	742
409	742
410	742
411	742
412	741
413	741
414	741
415	741
416	741
417	741
418	741
419	741
420	741
421	741
422	512
423	741
424	741
425	741
426	741
427	741
428	741
429	741
430	741
431	741
432	741
433	741
434	741
435	741
436	741
437	741
438	741
439	741
440	741
441	741
442	741
443	741
444	739
445	739
446	739
447	739
448	739
449	739
450	739
451	512
452	739
453	739
454	739
455	739
456	741
457	741
458	741
459	741
460	741
461	741
462	741
463	741
464	741
465	741
466	741
467	741
468	512
469	739
470	739
471	739
472	739
473	739
474	739
475	739
476	739
477	739
478	739
479	739
480	739
481	512
482	739
483	739
484	739
485	739
486	739
487	739
488	739
489	739
490	739
491	739
492	739
493	739
494	739
495	739
496	739
497	739
498	739
499	739
500	739
501	739
502	738
503	738
504	738
505	738
506	738
507	738
508	738
509	738
510	738
511	738
512	738
513	738
514	739
515	739
516	739
517	739
518	739
519	739
520	739
521	739
522	739
523	739
524	739
525	739
526	739
527	739
528	739
529	739
530	739
531	739
532	739
533	739
534	739
535	739
536	739
537	739
538	737
539	737
540	737
541	737
542	737
543	737
544	737
545	737
546	737
547	737
548	737
549	737
550	739
551	739
552	739
553	739
554	739
555	739
556	739
557	739
558	739
559	739
560	739
561	739
562	739
563	739
564	739
565	739
566	739
567	739
568	739
569	739
570	739
571	739
572	739
573	738
574	738
575	738
576	738
577	738
578	738
579	738
580	738
581	738
582	738
583	738
584	737
585	737
586	737
587	737
588	737
589	737
590	737
591	737
592	737
593	737
594	736
595	736
596	736
597	736
598	736
599	736
600	736
601	736
602	736
603	736
604	736
605	737
606	737
607	737
608	737
609	737
610	737
611	737
612	737
613	737
614	737
615	737
616	737
617	737
618	737
619	737
620	737
621	737
622	737
623	737
624	737
625	737
626	737
627	737
628	735
629	735
630	735
631	735
632	512
633	735
634	735
635	735
636	735
637	735
638	735
639	735
640	735
641	736
642	736
643	736
644	512
645	736
646	736
647	736
648	736
649	736
650	512
651	736
652	736
653	736
654	736
655	736
656	736
657	736
658	736
659	736
660	736
661	512
662	736
663	736
664	736
665	736
666	736
667	512
668	736
669	736
670	736
671	736
672	736
673	512
674	736
675	736
676	736
677	737
678	737
679	737
680	737
681	737
682	737
683	737
684	737
685	512
686	737
687	737
688	737
689	737
690	735
691	512
692	735
693	735
694	735
695	735
696	735
697	735
698	735
699	735
700	735
701	735
702	735
703	735
704	735
705	735
706	735
707	735
708	735
709	735
710	735
711	735
712	735
713	735
714	734
715	734
716	734
717	734
718	734
719	734
720	734
721	734
722	734
723	734
724	734
725	734
726	512
727	736
728	736
729	736
730	736
731	736
732	512
733	736
734	736
735	736
736	736
737	736
738	512
739	733
740	733
741	733
742	733
743	733
744	733
745	733
746	733
747	733
748	733
749	733
750	738
751	738
752	738
753	738
754	738
755	738
756	738
757	738
758	738
759	738
760	738
761	743
762	743
763	743
764	743
765	743
766	743
767	743
768	743
769	512
770	743
771	743
